timestamp,market_title,city,date,target_temp,forecast_temp,market_prob,our_prob,edge,signal,stake,entry_price,market_url,status,result,pnl
2026-04-18T11:59:20.507530,Will the highest temperature in Jakarta be 34°C on April 20?,Jakarta,2026-04-20,34°C,32.6,0.265,0.1,-0.165,BUY NO,128.70222313928568,0.24500000000000002,https://polymarket.com/event/highest-temperature-in-jakarta-on-april-20-2026,pending,,0
2026-04-18T12:09:43.114480,Will the highest temperature in Istanbul be 16°C on April 20?,Istanbul,2026-04-20,16°C,15.7,0.15,0.9,0.75,BUY YES,38.882423810240965,0.16999999999999998,https://polymarket.com/event/highest-temperature-in-istanbul-on-april-20-2026,pending,,0
2026-04-18T12:09:43.117877,Will the highest temperature in Istanbul be 17°C on April 20?,Istanbul,2026-04-20,17°C,15.7,0.215,0.1,-0.11499999999999999,BUY NO,120.16565184166662,0.195,https://polymarket.com/event/highest-temperature-in-istanbul-on-april-20-2026,pending,,0
2026-04-18T12:09:43.118250,Will the highest temperature in Istanbul be 18°C on April 20?,Istanbul,2026-04-20,18°C,15.7,0.34,0.02,-0.32,BUY NO,172.11952939999998,0.32,https://polymarket.com/event/highest-temperature-in-istanbul-on-april-20-2026,pending,,0
2026-04-18T12:09:43.118559,Will the highest temperature in Istanbul be 19°C or higher on April 20?,Istanbul,2026-04-20,19°C,15.7,0.265,0.05,-0.21500000000000002,BUY NO,167.70289681785712,0.24500000000000002,https://polymarket.com/event/highest-temperature-in-istanbul-on-april-20-2026,pending,,0
2026-04-18T12:09:43.672479,Will the highest temperature in Jeddah be 32°C on April 20?,Jeddah,2026-04-20,32°C,34.7,0.085,0.02,-0.065,BUY NO,236.6643529250006,0.065,https://polymarket.com/event/highest-temperature-in-jeddah-on-april-20-2026,pending,,0
2026-04-18T12:09:43.673046,Will the highest temperature in Jeddah be 33°C on April 20?,Jeddah,2026-04-20,33°C,34.7,0.135,0.02,-0.115,BUY NO,224.00850517499998,0.115,https://polymarket.com/event/highest-temperature-in-jeddah-on-april-20-2026,pending,,0
2026-04-18T12:09:43.673495,Will the highest temperature in Jeddah be 34°C on April 20?,Jeddah,2026-04-20,34°C,34.7,0.32,0.1,-0.22,BUY NO,129.93337023333333,0.3,https://polymarket.com/event/highest-temperature-in-jeddah-on-april-20-2026,pending,,0
2026-04-18T12:09:43.673776,Will the highest temperature in Jeddah be 35°C on April 20?,Jeddah,2026-04-20,35°C,34.7,0.22,0.9,0.68,BUY YES,54.3535356,0.24,https://polymarket.com/event/highest-temperature-in-jeddah-on-april-20-2026,pending,,0
2026-04-18T12:09:43.674030,Will the highest temperature in Jeddah be 36°C on April 20?,Jeddah,2026-04-20,36°C,34.7,0.285,0.1,-0.18499999999999997,BUY NO,129.87765266462273,0.26499999999999996,https://polymarket.com/event/highest-temperature-in-jeddah-on-april-20-2026,pending,,0
2026-04-18T12:09:43.674280,Will the highest temperature in Jeddah be 37°C on April 20?,Jeddah,2026-04-20,37°C,34.7,0.135,0.02,-0.115,BUY NO,224.00850517499998,0.115,https://polymarket.com/event/highest-temperature-in-jeddah-on-april-20-2026,pending,,0
2026-04-18T12:09:46.924070,Will the highest temperature in Jakarta be 35°C on April 20?,Jakarta,2026-04-20,35°C,32.6,0.106,0.02,-0.086,BUY NO,231.34889687000023,0.086,https://polymarket.com/event/highest-temperature-in-jakarta-on-april-20-2026,pending,,0
2026-04-18T12:30:40.857362,Will the highest temperature in Ankara be 14°C on April 18?,Ankara,2026-04-18,14°C,15.6,0.9315,0.02,-0.9115,BUY NO,22.400850517500007,0.9115,https://polymarket.com/event/highest-temperature-in-ankara-on-april-18-2026,pending,,0
2026-04-18T12:30:40.866649,Will the highest temperature in Ankara be 16°C on April 18?,Ankara,2026-04-18,16°C,15.6,0.013,0.9,0.887,BUY YES,7.6618266699121005,0.033,https://polymarket.com/event/highest-temperature-in-ankara-on-april-18-2026,pending,,0
2026-04-18T12:30:42.474654,Will the highest temperature in Tel Aviv be 26°C on April 18?,Tel Aviv,2026-04-18,26°C,25.5,0.9895,0.1,-0.8895000000000001,BUY NO,7.083032191759922,0.9695,https://polymarket.com/event/highest-temperature-in-tel-aviv-on-april-18-2026,pending,,0
2026-04-18T12:30:50.613255,Will the highest temperature in Munich be 18°C on April 19?,Munich,2026-04-19,18°C,17.6,0.022,0.9,0.878,BUY YES,9.74315326991649,0.041999999999999996,https://polymarket.com/event/highest-temperature-in-munich-on-april-19-2026,pending,,0
2026-04-18T12:30:57.244460,Will the highest temperature in Tel Aviv be 21°C on April 20?,Tel Aviv,2026-04-20,21°C,21.3,0.265,0.9,0.635,BUY YES,64.06691039318183,0.28500000000000003,https://polymarket.com/event/highest-temperature-in-tel-aviv-on-april-20-2026,pending,,0
2026-04-18T12:30:57.245058,Will the highest temperature in Tel Aviv be 22°C on April 20?,Tel Aviv,2026-04-20,22°C,21.3,0.315,0.1,-0.215,BUY NO,130.05492357330513,0.295,https://polymarket.com/event/highest-temperature-in-tel-aviv-on-april-20-2026,pending,,0
